ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
MF,GO:0033218,amide binding,26/1196,244/18737,0.10655737704918,1.6693692088382,2.74810810867477,0.00721430310982874,0.102591633929476,0.0900112740947673,APBA1/APBA2/APBB1/CACNA1A/CACNA1B/CALCRL/CD1C/CD36/CD74/CLU/EDNRB/FOLH1/FPR2/ITGAM/ITGB2/LDLRAD3/LILRB2/LRP1/MAPK8IP2/MARCO/NGFR/PLEKHA8P1/PPIH/PRNP/RAMP3/RXFP2,26,1.0655737704918
MF,GO:0019207,kinase regulator activity,26/1196,273/18737,0.0952380952380952,1.49203694855869,2.13841995614459,0.0270378161651136,0.207504509775118,0.182059146441784,ACSL1/CAV1/CCL5/CCND1/CCND2/CXCL10/EFNA5/EGFR/FLT3/HEXIM2/INKA2/IRGM/IRS2/MAP3K20/MAPK8IP2/MT3/NRG3/PARP16/PARVA/PKIA/PRKCH/RGCC/SPRED1/TESC/TRIB1/TRIB2,26,0.952380952380952
MF,GO:0005126,cytokine receptor binding,26/1196,277/18737,0.0938628158844765,1.4704912886517,2.05993006995721,0.0316096744088227,0.216784079101642,0.190200803087055,CCL13/CCL2/CCL20/CCL23/CCL24/CCL5/CXCL1/CXCL10/CXCL12/CXCL16/CXCL5/CXCL6/CXCL8/DEFB1/EFNA5/IL15/IL23R/IL5/KITLG/NES/SOCS2/SPRED1/TGFBR3/TLR5/TNFSF12/VEGFC,26,0.938628158844765
MF,GO:0015085,calcium ion transmembrane transporter activity,25/1196,148/18737,0.168918918918919,2.64634931754497,5.25051237458444,7.14619174768451e-06,0.000790253477543519,0.000693348177107796,ATP2B3/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CNGA1/GRIK2/ITPR2/MCOLN2/MCOLN3/OPRM1/PANX3/PKD1L1/PKD1L3/PKD2L1/RYR1/SLC8A1/TRPC1/TRPC6/TRPC7/TRPV3,25,1.68918918918919
MF,GO:0140375,immune receptor activity,25/1196,154/18737,0.162337662337662,2.54324479867958,5.02127634430312,1.45895101252921e-05,0.000985353111445494,0.000864523602922841,ACKR3/C3AR1/C5AR1/CCR4/CCR5/CD200R1/CD74/CR1/CR2/F3/FCER2/FCMR/FLT3/FPR1/FPR2/GPR17/GPR35/HLA-DQB1/HLA-DRB1/IL17RA/IL17RC/IL23R/IL5RA/IL7R/LILRB2,25,1.62337662337662
MF,GO:0022843,voltage-gated monoatomic cation channel activity,24/1196,135/18737,0.177777777777778,2.78513563730955,5.43544541448937,4.36787772754728e-06,0.000603391108934031,0.000529399917053098,ABCC9/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/HVCN1/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNJ3/KCNK1/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/OPRM1/RYR1,24,1.77777777777778
MF,GO:0008237,metallopeptidase activity,24/1196,185/18737,0.12972972972973,2.03239627587454,3.68479880739482,0.000730247098430652,0.0190851065995254,0.0167447841062619,ADAM12/ADAM19/ADAM28/ADAM32/ADAMDEC1/ADAMTS1/ADAMTS15/ADAMTS3/ADAMTS4/ADAMTS7/ADAMTS9/AGBL2/AGBL4/CPE/CPXM1/ECEL1/FOLH1/MMP1/MMP15/MMP9/PEPD/STAMBPL1/TRHDE/ZMPSTE24,24,1.2972972972973
MF,GO:0019887,protein kinase regulator activity,24/1196,243/18737,0.0987654320987654,1.54729757628308,2.24227094494982,0.0223870316909648,0.18270550002277,0.16030112993888,ACSL1/CAV1/CCL5/CCND1/CCND2/CXCL10/EFNA5/EGFR/HEXIM2/INKA2/IRGM/MAP3K20/MAPK8IP2/MT3/NRG3/PARP16/PARVA/PKIA/PRKCH/RGCC/SPRED1/TESC/TRIB1/TRIB2,24,0.987654320987654
MF,GO:0005262,calcium channel activity,23/1196,131/18737,0.175572519083969,2.75058719906048,5.25012619345086,8.51661882031973e-06,0.000790253477543519,0.000693348177107796,CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CNGA1/GRIK2/ITPR2/MCOLN2/MCOLN3/OPRM1/PANX3/PKD1L1/PKD1L3/PKD2L1/RYR1/TRPC1/TRPC6/TRPC7/TRPV3,23,1.75572519083969
MF,GO:0015079,potassium ion transmembrane transporter activity,23/1196,152/18737,0.151315789473684,2.37057186234818,4.43015761011165,9.71545097832672e-05,0.00391451712335081,0.00343449714409269,ABCC9/GRIK2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNIP3/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN3/PKD2L1/SLC12A1/SLC9C2/TMEM38A/TRPM5,23,1.51315789473684
MF,GO:0061134,peptidase regulator activity,23/1196,235/18737,0.0978723404255319,1.53330605564648,2.1482160762944,0.0273861449403003,0.20852285163205,0.182952613525752,A2M/A2ML1/C3/CAV1/COL7A1/CST7/GBP5/KNG1/MANSC4/NLRP12/PCOLCE2/PRNP/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,23,0.978723404255319
MF,GO:0005178,integrin binding,22/1196,161/18737,0.136645962732919,2.14074866532333,3.79580296368695,0.000590294248495488,0.0164692844298013,0.0144497286784083,ACTN2/CCN1/CCN2/CCN3/CD9/COL5A1/CXCL12/EGFR/FCER2/FERMT1/ICAM3/ITGA1/ITGAM/ITGB2/ITGB7/LAMB2/MADCAM1/PTK2/S1PR3/THBS1/TNC/VWF,22,1.36645962732919
MF,GO:0005267,potassium channel activity,21/1196,116/18737,0.181034482758621,2.83615644101026,5.17981238163949,1.27511443575671e-05,0.000985353111445494,0.000864523602922841,ABCC9/GRIK2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNIP3/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN3/PKD2L1/TMEM38A/TRPM5,21,1.81034482758621
MF,GO:0008509,monoatomic anion transmembrane transporter activity,21/1196,148/18737,0.141891891891892,2.22293342673777,3.90016081153096,0.000469734524321575,0.0146526866135149,0.0128558922445905,ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/MCOLN3/P2RX5/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/SLC6A12,21,1.41891891891892
MF,GO:0099094,ligand-gated monoatomic cation channel activity,20/1196,136/18737,0.147058823529412,2.30388058233327,3.98488671951771,0.000396333405635901,0.0140267198864261,0.0123066850579213,ABCC9/ANO6/CALHM1/CHRNA10/CHRNA6/CNGA1/GRIK2/ITPR2/KCNH6/KCNJ3/KCNK1/KCNMB4/KCNN1/MCOLN2/MCOLN3/P2RX5/PKD2L1/RYR1/SHROOM2/TRPM5,20,1.47058823529412
MF,GO:0008083,growth factor activity,20/1196,162/18737,0.123456790123457,1.93412197035385,3.11798152248868,0.00349180560094626,0.0634028978198481,0.0556280799464405,ADA2/ARTN/BMP4/CCN3/CRIPTO/CXCL1/CXCL12/FGF10/FGF13/FGF20/GDF15/GPI/HGF/IL5/KITLG/MSTN/NODAL/NRG3/PDGFD/VEGFC,20,1.23456790123457
MF,GO:0015103,inorganic anion transmembrane transporter activity,20/1196,166/18737,0.120481927710843,1.88751662167063,2.99909172702346,0.00461191424614309,0.0731101815741044,0.0641450022845786,ABCC9/ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/SLC6A12,20,1.20481927710843
MF,GO:0004866,endopeptidase inhibitor activity,20/1196,168/18737,0.119047619047619,1.86504618569836,2.940874777759,0.00527462492529476,0.0809613063930164,0.0710333782754817,A2M/A2ML1/C3/COL7A1/CST7/GBP5/KNG1/MANSC4/PRNP/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,20,1.19047619047619
MF,GO:0030414,peptidase inhibitor activity,20/1196,176/18737,0.113636363636364,1.78027135907571,2.71567734186962,0.0087545284960858,0.110588321323779,0.0970273629640954,A2M/A2ML1/C3/COL7A1/CST7/GBP5/KNG1/MANSC4/PRNP/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,20,1.13636363636364
MF,GO:0061135,endopeptidase regulator activity,20/1196,189/18737,0.105820105820106,1.65781883173188,2.37337036352823,0.0181510318375456,0.172078899871633,0.150977622921174,A2M/A2ML1/C3/COL7A1/CST7/GBP5/KNG1/MANSC4/PRNP/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,20,1.05820105820106
MF,GO:0001540,amyloid-beta binding,19/1196,83/18737,0.228915662650602,3.5862815811742,6.16603124770223,8.70800121671291e-07,0.000168412743531228,0.000147761031172013,APBA1/APBA2/APBB1/CACNA1A/CACNA1B/CD36/CD74/CLU/FPR2/ITGAM/ITGB2/LDLRAD3/LILRB2/LRP1/MAPK8IP2/MARCO/NGFR/PRNP/RAMP3,19,2.28915662650602
MF,GO:0004713,protein tyrosine kinase activity,19/1196,138/18737,0.13768115942029,2.15696645824245,3.56198731774929,0.00123665775749944,0.0306627705513322,0.0269027301631457,AXL/DYRK3/EGFR/EPHA7/EPHB1/ERBB4/FLT1/FLT3/HIPK1/INSRR/KIT/MAP2K6/MATK/MET/MUSK/NRP1/NTRK2/PTK2/TIE1,19,1.3768115942029
MF,GO:0015081,sodium ion transmembrane transporter activity,19/1196,162/18737,0.117283950617284,1.83741587183616,2.79518874182438,0.00753449119665295,0.104083614102334,0.0913202993158237,CNGA1/GRIK2/KCNK1/MCOLN3/PKD2L1/SHROOM2/SLC10A6/SLC12A1/SLC28A1/SLC38A1/SLC38A2/SLC38A4/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC8A1/SLC9C2/TRPM5,19,1.17283950617284
MF,GO:0016247,channel regulator activity,19/1196,167/18737,0.11377245508982,1.78240342058358,2.65191670226394,0.010306696575848,0.121543604742012,0.106639248268722,ABCC9/AMIGO1/BSND/CACNG5/CAMK2D/CAV1/DPP10/FGF13/FXYD2/FXYD6/GEM/HPCAL4/KCNIP3/KCNMB4/KCNS3/LRRC52/MCUB/NHERF4/STX1A,19,1.1377245508982
MF,GO:0141108,transporter regulator activity,19/1196,169/18737,0.112426035502959,1.76130988897904,2.5959666811661,0.0116214912073779,0.13221155291217,0.115999032980144,ABCC9/AMIGO1/BSND/CACNG5/CAMK2D/CAV1/DPP10/FGF13/FXYD2/FXYD6/GEM/HPCAL4/KCNIP3/KCNMB4/KCNS3/LRRC52/MCUB/NHERF4/STX1A,19,1.12426035502959
MF,GO:0015108,chloride transmembrane transporter activity,18/1196,120/18737,0.15,2.34995819397993,3.87376211395558,0.000596096127242032,0.0164692844298013,0.0144497286784083,ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A8/SLC4A9/SLC6A12,18,1.5
MF,GO:0019838,growth factor binding,18/1196,132/18737,0.136363636363636,2.13632563089085,3.42098984920349,0.00183117671460158,0.0385494820121223,0.0338223289629027,A2M/CCN1/CCN2/CD36/COL4A1/COL5A1/EGFR/EPHA7/FLT1/FLT3/IGFBP3/IGFBPL1/KIT/NGFR/NRP1/NTRK2/TGFBR3/THBS1,18,1.36363636363636
MF,GO:0099106,ion channel regulator activity,18/1196,159/18737,0.113207547169811,1.77355335394712,2.55779780753358,0.0129035476127784,0.137117918039084,0.120303752179287,ABCC9/AMIGO1/BSND/CAMK2D/CAV1/DPP10/FGF13/FXYD2/FXYD6/GEM/HPCAL4/KCNIP3/KCNMB4/KCNS3/LRRC52/MCUB/NHERF4/STX1A,18,1.13207547169811
MF,GO:0005201,extracellular matrix structural constituent,18/1196,166/18737,0.108433734939759,1.69876495950357,2.36126305469776,0.0193317661673849,0.178036360798678,0.156204546675812,CCN1/COL13A1/COL15A1/COL22A1/COL4A1/COL4A5/COL5A1/COL7A1/COL9A1/COL9A2/FBLN2/LAMB2/LAMB3/SRPX/THBS1/THSD4/TNC/VWF,18,1.08433734939759
MF,GO:0044325,transmembrane transporter binding,17/1196,137/18737,0.124087591240876,1.94400434538486,2.89570728887105,0.00641760549928463,0.0940276442092158,0.0824974486829891,ABCC9/ACTN2/ANK3/CAMK2D/CAV1/DPP10/FGF13/HRC/ITPR2/LRRC52/PKD2L1/PRNP/RIMS3/S100A10/SLC8A1/TCAF2/TRPC1,17,1.24087591240876
MF,GO:0004222,metalloendopeptidase activity,16/1196,110/18737,0.145454545454545,2.2787473396169,3.51225858643539,0.00163457645327967,0.0366238319010381,0.0321328128364847,ADAM12/ADAM19/ADAM28/ADAM32/ADAMDEC1/ADAMTS1/ADAMTS15/ADAMTS3/ADAMTS4/ADAMTS7/ADAMTS9/ECEL1/MMP1/MMP15/MMP9/ZMPSTE24,16,1.45454545454545
MF,GO:0042379,chemokine receptor binding,15/1196,75/18737,0.2,3.13327759197324,4.83365628550512,6.61242567749987e-05,0.00290646165006471,0.00255005506988751,CCL13/CCL2/CCL20/CCL23/CCL24/CCL5/CXCL1/CXCL10/CXCL12/CXCL16/CXCL5/CXCL6/CXCL8/DEFB1/NES,15,2
MF,GO:0019199,transmembrane receptor protein kinase activity,15/1196,79/18737,0.189873417721519,2.97463062529105,4.59244246465092,0.000123018886087093,0.00475837051384876,0.00417487251310303,AXL/EGFR/EPHA7/EPHB1/ERBB4/FLT1/FLT3/INSRR/KIT/MET/MUSK/NRP1/NTRK2/TGFBR3/TIE1,15,1.89873417721519
MF,GO:0008528,G protein-coupled peptide receptor activity,15/1196,126/18737,0.119047619047619,1.86504618569836,2.54399684232125,0.0144241583097992,0.147230742209662,0.129176485300155,BDKRB2/CALCRL/EDNRB/F2R/FPR1/FPR2/GPR84/GRPR/LTB4R2/MCHR1/NMUR1/OPRM1/RAMP3/RXFP2/SORCS2,15,1.19047619047619
MF,GO:0001653,peptide receptor activity,15/1196,132/18737,0.113636363636364,1.78027135907571,2.34906291511663,0.0212430666390725,0.18270550002277,0.16030112993888,BDKRB2/CALCRL/EDNRB/F2R/FPR1/FPR2/GPR84/GRPR/LTB4R2/MCHR1/NMUR1/OPRM1/RAMP3/RXFP2/SORCS2,15,1.13636363636364
MF,GO:0002020,protease binding,15/1196,136/18737,0.110294117647059,1.72791043674995,2.22462138918625,0.026984993866984,0.207504509775118,0.182059146441784,A2M/ADAMTS4/ATP9A/BDKRB2/CTSG/F3/FCER2/KIT/NHERF4/NTRK2/PRNP/SERPINC1/SLC2A13/THBS1/VWF,15,1.10294117647059
MF,GO:0019955,cytokine binding,15/1196,143/18737,0.104895104895105,1.64332740837758,2.01646419226554,0.039685435619469,0.255838774960177,0.224466393749417,A2M/ACKR3/CCR4/CCR5/CD36/CD74/IL23R/IL5RA/KIT/NOG/NRP1/TGFBR3/THBS1/TNFRSF11A/TNFRSF14,15,1.04895104895105
MF,GO:0004714,transmembrane receptor protein tyrosine kinase activity,14/1196,60/18737,0.233333333333333,3.65549052396879,5.37952185466073,1.87374988451192e-05,0.0010822044274519,0.000949498468977553,AXL/EGFR/EPHA7/EPHB1/ERBB4/FLT1/FLT3/INSRR/KIT/MET/MUSK/NRP1/NTRK2/TIE1,14,2.33333333333333
MF,GO:0005249,voltage-gated potassium channel activity,14/1196,90/18737,0.155555555555556,2.43699368264586,3.56819419712574,0.00163418616682194,0.0366238319010381,0.0321328128364847,ABCC9/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNJ3/KCNK1/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52,14,1.55555555555556
